;SYMBOL;MAP;chromosome_name
ENSG00000213080;ENSG00000213080;NA;1
ENSG00000213082;ENSG00000213082;NA;2
ENSG00000213087;ENSG00000213087;NA;6
ENSG00000213089;ENSG00000213089;NA;6
ENSG00000213091;ENSG00000213091;NA;6
ENSG00000213104;ENSG00000213104;NA;2
ENSG00000213108;ENSG00000213108;NA;6
ENSG00000213110;ENSG00000213110;NA;2
ENSG00000213117;ENSG00000213117;NA;6
ENSG00000213118;ENSG00000213118;NA;6
ENSG00000213120;ENSG00000213120;NA;2
ENSG00000213121;ENSG00000213121;NA;6
ENSG00000213122;ENSG00000213122;NA;6
ENSG00000213126;ENSG00000213126;NA;2
ENSG00000213128;ENSG00000213128;NA;17
ENSG00000213131;ENSG00000213131;NA;6
ENSG00000213133;ENSG00000213133;NA;6
ENSG00000213137;ENSG00000213137;NA;12
ENSG00000213140;ENSG00000213140;NA;14
ENSG00000213144;ENSG00000213144;NA;12
ENSG00000213148;ENSG00000213148;NA;2
ENSG00000213149;ENSG00000213149;NA;6
ENSG00000213150;ENSG00000213150;NA;6
ENSG00000213153;ENSG00000213153;NA;11
ENSG00000213157;ENSG00000213157;NA;3
ENSG00000213159;ENSG00000213159;NA;14
ENSG00000213167;ENSG00000213167;NA;7
ENSG00000213170;ENSG00000213170;NA;10
ENSG00000213172;ENSG00000213172;NA;1
ENSG00000213174;ENSG00000213174;NA;3
ENSG00000213177;ENSG00000213177;NA;6
ENSG00000213178;ENSG00000213178;NA;3
ENSG00000213181;ENSG00000213181;NA;11
ENSG00000213184;ENSG00000213184;NA;11
ENSG00000213187;ENSG00000213187;NA;6
ENSG00000213189;ENSG00000213189;NA;2
ENSG00000213194;ENSG00000213194;NA;2
ENSG00000213197;ENSG00000213197;NA;2
ENSG00000213201;ENSG00000213201;NA;2
ENSG00000213204;ENSG00000213204;NA;6
ENSG00000213205;ENSG00000213205;NA;7
ENSG00000213209;ENSG00000213209;NA;7
ENSG00000213210;ENSG00000213210;NA;7
ENSG00000213212;ENSG00000213212;NA;9
ENSG00000213216;ENSG00000213216;NA;9
ENSG00000213228;ENSG00000213228;NA;17
ENSG00000213232;ENSG00000213232;NA;13
ENSG00000213234;ENSG00000213234;NA;11
ENSG00000213236;ENSG00000213236;NA;2
ENSG00000213237;ENSG00000213237;NA;7
ENSG00000213239;ENSG00000213239;NA;2
ENSG00000213244;ENSG00000213244;NA;1
ENSG00000213247;ENSG00000213247;NA;10
ENSG00000213250;ENSG00000213250;NA;12
ENSG00000213253;ENSG00000213253;NA;19
ENSG00000213260;ENSG00000213260;NA;10
ENSG00000213262;ENSG00000213262;NA;1
ENSG00000213264;ENSG00000213264;NA;3
ENSG00000213277;ENSG00000213277;NA;10
ENSG00000213279;ENSG00000213279;NA;22
ENSG00000213295;ENSG00000213295;NA;2
ENSG00000213297;ENSG00000213297;NA;19
ENSG00000213300;ENSG00000213300;NA;3
ENSG00000213301;ENSG00000213301;NA;2
ENSG00000213303;ENSG00000213303;NA;19
ENSG00000213310;ENSG00000213310;NA;7
ENSG00000213328;ENSG00000213328;NA;5
ENSG00000213331;ENSG00000213331;NA;4
ENSG00000213332;ENSG00000213332;NA;4
ENSG00000213338;ENSG00000213338;NA;X
ENSG00000213344;ENSG00000213344;NA;12
ENSG00000213352;ENSG00000213352;NA;12
ENSG00000213355;ENSG00000213355;NA;2
ENSG00000213358;ENSG00000213358;NA;3
ENSG00000213362;ENSG00000213362;NA;9
ENSG00000213368;ENSG00000213368;NA;11
ENSG00000213370;ENSG00000213370;NA;4
ENSG00000213376;ENSG00000213376;NA;5
ENSG00000213383;ENSG00000213383;NA;3
ENSG00000213386;ENSG00000213386;NA;5
ENSG00000213393;ENSG00000213393;NA;5
ENSG00000213400;ENSG00000213400;NA;2
ENSG00000213403;ENSG00000213403;NA;2
ENSG00000213406;ENSG00000213406;NA;4
ENSG00000213409;ENSG00000213409;NA;11
ENSG00000213411;ENSG00000213411;NA;13
ENSG00000213423;ENSG00000213423;NA;X
ENSG00000213430;ENSG00000213430;NA;5
ENSG00000213433;ENSG00000213433;NA;5
ENSG00000213434;ENSG00000213434;NA;4
ENSG00000213435;ENSG00000213435;NA;6
ENSG00000213438;ENSG00000213438;NA;10
ENSG00000213440;ENSG00000213440;NA;21
ENSG00000213443;ENSG00000213443;NA;12
ENSG00000213449;ENSG00000213449;NA;10
ENSG00000213450;ENSG00000213450;NA;3
ENSG00000213452;ENSG00000213452;NA;3
ENSG00000213453;ENSG00000213453;NA;2
ENSG00000213455;ENSG00000213455;NA;7
ENSG00000213461;ENSG00000213461;NA;6
ENSG00000213467;ENSG00000213467;NA;9
ENSG00000213478;ENSG00000213478;NA;1
ENSG00000213483;ENSG00000213483;NA;7
ENSG00000213484;ENSG00000213484;NA;10
ENSG00000213486;ENSG00000213486;NA;2
ENSG00000213488;ENSG00000213488;NA;5
ENSG00000213489;ENSG00000213489;NA;X
ENSG00000213498;ENSG00000213498;NA;X
ENSG00000213509;ENSG00000213509;NA;3
ENSG00000213513;ENSG00000213513;NA;10
ENSG00000213514;ENSG00000213514;NA;10
ENSG00000213522;ENSG00000213522;NA;4
ENSG00000213525;ENSG00000213525;NA;10
ENSG00000213526;ENSG00000213526;NA;X
ENSG00000213530;ENSG00000213530;NA;7
ENSG00000213536;ENSG00000213536;NA;6
ENSG00000213539;ENSG00000213539;NA;9
ENSG00000213540;ENSG00000213540;NA;1
ENSG00000213543;ENSG00000213543;NA;10
ENSG00000213548;ENSG00000213548;NA;7
ENSG00000213549;ENSG00000213549;NA;7
ENSG00000213558;ENSG00000213558;NA;9
ENSG00000213560;ENSG00000213560;NA;1
ENSG00000213561;ENSG00000213561;NA;1
ENSG00000213568;ENSG00000213568;NA;5
ENSG00000213569;ENSG00000213569;NA;X
ENSG00000213574;ENSG00000213574;NA;10
ENSG00000213579;ENSG00000213579;NA;1
ENSG00000213587;ENSG00000213587;NA;3
ENSG00000213590;ENSG00000213590;NA;9
ENSG00000213592;ENSG00000213592;NA;11
ENSG00000213594;ENSG00000213594;NA;2
ENSG00000213600;ENSG00000213600;NA;3
ENSG00000213601;ENSG00000213601;NA;2
ENSG00000213604;ENSG00000213604;NA;11
ENSG00000213605;ENSG00000213605;NA;2
ENSG00000213606;ENSG00000213606;NA;10
ENSG00000213608;ENSG00000213608;NA;4
ENSG00000213620;ENSG00000213620;NA;2
ENSG00000213630;ENSG00000213630;NA;5
ENSG00000213642;ENSG00000213642;NA;7
ENSG00000213644;ENSG00000213644;NA;7
ENSG00000213645;ENSG00000213645;NA;7
ENSG00000213650;ENSG00000213650;NA;7
ENSG00000213653;ENSG00000213653;NA;X
ENSG00000213655;ENSG00000213655;NA;5
ENSG00000213667;ENSG00000213667;NA;10
ENSG00000213673;ENSG00000213673;NA;7
ENSG00000213683;ENSG00000213683;NA;22
ENSG00000213684;ENSG00000213684;NA;X
ENSG00000213690;ENSG00000213690;NA;1
ENSG00000213697;ENSG00000213697;NA;11
ENSG00000213701;ENSG00000213701;NA;5
ENSG00000213703;ENSG00000213703;NA;1
ENSG00000213704;ENSG00000213704;NA;X
ENSG00000213707;ENSG00000213707;NA;22
ENSG00000213711;ENSG00000213711;NA;9
ENSG00000213713;ENSG00000213713;NA;11
ENSG00000213721;ENSG00000213721;NA;7
ENSG00000213724;ENSG00000213724;NA;10
ENSG00000213730;ENSG00000213730;NA;5
ENSG00000213731;ENSG00000213731;NA;10
ENSG00000213735;ENSG00000213735;NA;1
ENSG00000213740;ENSG00000213740;NA;X
ENSG00000213747;ENSG00000213747;NA;X
ENSG00000213755;ENSG00000213755;NA;5
ENSG00000213761;ENSG00000213761;NA;9
ENSG00000213763;ENSG00000213763;NA;5
ENSG00000213770;ENSG00000213770;NA;10
ENSG00000213772;ENSG00000213772;NA;2
ENSG00000213777;ENSG00000213777;NA;19
ENSG00000213778;ENSG00000213778;NA;10
ENSG00000213779;ENSG00000213779;NA;11
ENSG00000213783;ENSG00000213783;NA;7
ENSG00000213785;ENSG00000213785;NA;11
ENSG00000213786;ENSG00000213786;NA;7
ENSG00000213790;ENSG00000213790;NA;22
ENSG00000213816;ENSG00000213816;NA;9
ENSG00000213830;ENSG00000213830;NA;5
ENSG00000213839;ENSG00000213839;NA;9
ENSG00000213856;ENSG00000213856;NA;X
ENSG00000213857;ENSG00000213857;NA;22
ENSG00000213866;ENSG00000213866;NA;9
ENSG00000213871;ENSG00000213871;NA;3
ENSG00000213872;ENSG00000213872;NA;3
ENSG00000213875;ENSG00000213875;NA;7
ENSG00000213877;ENSG00000213877;NA;3
ENSG00000213881;ENSG00000213881;NA;8
ENSG00000213882;ENSG00000213882;NA;20
ENSG00000213885;ENSG00000213885;NA;21
ENSG00000213888;ENSG00000213888;NA;22
ENSG00000213925;ENSG00000213925;NA;2
ENSG00000213926;ENSG00000213926;NA;19
ENSG00000213946;ENSG00000213946;NA;2
ENSG00000213956;ENSG00000213956;NA;5
ENSG00000213959;ENSG00000213959;NA;20
ENSG00000213962;ENSG00000213962;NA;2
ENSG00000213964;ENSG00000213964;NA;3
ENSG00000213972;ENSG00000213972;NA;6
ENSG00000213976;ENSG00000213976;NA;19
ENSG00000213981;ENSG00000213981;NA;2
ENSG00000213985;ENSG00000213985;NA;19
ENSG00000213987;ENSG00000213987;NA;1
ENSG00000213997;ENSG00000213997;NA;X
ENSG00000214003;ENSG00000214003;NA;7
ENSG00000214009;ENSG00000214009;NA;X
ENSG00000214018;ENSG00000214018;NA;X
ENSG00000214020;ENSG00000214020;NA;9
ENSG00000214027;ENSG00000214027;NA;6
ENSG00000214031;ENSG00000214031;NA;X
ENSG00000214035;ENSG00000214035;NA;7
ENSG00000214041;ENSG00000214041;NA;3
ENSG00000214045;ENSG00000214045;NA;X
ENSG00000214051;ENSG00000214051;NA;13
ENSG00000214067;ENSG00000214067;NA;10
ENSG00000214077;ENSG00000214077;NA;2
ENSG00000214089;ENSG00000214089;NA;10
ENSG00000214106;ENSG00000214106;NA;7
ENSG00000214110;ENSG00000214110;NA;9
ENSG00000214111;ENSG00000214111;NA;X
ENSG00000214121;ENSG00000214121;NA;9
ENSG00000214125;ENSG00000214125;NA;22
ENSG00000214132;ENSG00000214132;NA;5
ENSG00000214141;ENSG00000214141;NA;1
ENSG00000214144;ENSG00000214144;NA;1
ENSG00000214161;ENSG00000214161;NA;22
ENSG00000214178;ENSG00000214178;NA;13
ENSG00000214189;ENSG00000214189;NA;19
ENSG00000214190;ENSG00000214190;NA;9
ENSG00000214192;ENSG00000214192;NA;3
ENSG00000214195;ENSG00000214195;NA;9
ENSG00000214199;ENSG00000214199;NA;2
ENSG00000214200;ENSG00000214200;NA;20
ENSG00000214204;ENSG00000214204;NA;1
ENSG00000214210;ENSG00000214210;NA;3
ENSG00000214222;ENSG00000214222;NA;13
ENSG00000214223;ENSG00000214223;NA;19
ENSG00000214243;ENSG00000214243;NA;7
ENSG00000214244;ENSG00000214244;NA;5
ENSG00000214248;ENSG00000214248;NA;19
ENSG00000214264;ENSG00000214264;NA;11
ENSG00000214265;ENSG00000214265;NA;15
ENSG00000214266;ENSG00000214266;NA;13
ENSG00000214268;ENSG00000214268;NA;8
ENSG00000214269;ENSG00000214269;NA;13
ENSG00000214273;ENSG00000214273;NA;4
ENSG00000214281;ENSG00000214281;NA;13
ENSG00000214283;ENSG00000214283;NA;3
ENSG00000214286;ENSG00000214286;NA;3
ENSG00000214288;ENSG00000214288;NA;3
ENSG00000214289;ENSG00000214289;NA;3
ENSG00000214297;ENSG00000214297;NA;10
ENSG00000214298;ENSG00000214298;NA;10
ENSG00000214301;ENSG00000214301;NA;3
ENSG00000214305;ENSG00000214305;NA;3
ENSG00000214318;ENSG00000214318;NA;18
ENSG00000214321;ENSG00000214321;NA;X
ENSG00000214322;ENSG00000214322;NA;X
ENSG00000214330;ENSG00000214330;NA;2
ENSG00000214354;ENSG00000214354;NA;2
ENSG00000214366;ENSG00000214366;NA;8
ENSG00000214369;ENSG00000214369;NA;2
ENSG00000214380;ENSG00000214380;NA;3
ENSG00000214405;ENSG00000214405;NA;3
ENSG00000214425;ENSG00000214425;NA;17
ENSG00000214428;ENSG00000214428;NA;6
ENSG00000214429;ENSG00000214429;NA;2
ENSG00000214433;ENSG00000214433;NA;15
ENSG00000214439;ENSG00000214439;NA;7
ENSG00000214455;ENSG00000214455;NA;13
ENSG00000214460;ENSG00000214460;NA;6
ENSG00000214465;ENSG00000214465;NA;2
ENSG00000214525;ENSG00000214525;NA;2
ENSG00000214533;ENSG00000214533;NA;2
ENSG00000214534;ENSG00000214534;NA;11
ENSG00000214546;ENSG00000214546;NA;17
ENSG00000214549;ENSG00000214549;NA;10
ENSG00000214552;ENSG00000214552;NA;3
ENSG00000214559;ENSG00000214559;NA;4
ENSG00000214560;ENSG00000214560;NA;3
ENSG00000214578;ENSG00000214578;NA;17
ENSG00000214581;ENSG00000214581;NA;16
ENSG00000214584;ENSG00000214584;NA;10
ENSG00000214593;ENSG00000214593;NA;9
ENSG00000214602;ENSG00000214602;NA;2
ENSG00000214614;ENSG00000214614;NA;16
ENSG00000214646;ENSG00000214646;NA;15
ENSG00000214657;ENSG00000214657;NA;2
ENSG00000214659;ENSG00000214659;NA;11
ENSG00000214669;ENSG00000214669;NA;9
ENSG00000214684;ENSG00000214684;NA;7
ENSG00000214695;ENSG00000214695;NA;10
ENSG00000214702;ENSG00000214702;NA;15
ENSG00000214719;ENSG00000214719;NA;17
ENSG00000214727;ENSG00000214727;NA;22
ENSG00000214743;ENSG00000214743;NA;5
ENSG00000214748;ENSG00000214748;NA;X
ENSG00000214754;ENSG00000214754;NA;7
ENSG00000214759;ENSG00000214759;NA;14
ENSG00000214761;ENSG00000214761;NA;9
ENSG00000214770;ENSG00000214770;NA;14
ENSG00000214772;ENSG00000214772;NA;12
ENSG00000214773;ENSG00000214773;NA;3
ENSG00000214776;ENSG00000214776;NA;12
ENSG00000214788;ENSG00000214788;NA;11
ENSG00000214796;ENSG00000214796;NA;1
ENSG00000214797;ENSG00000214797;NA;11
ENSG00000214807;ENSG00000214807;NA;10
ENSG00000214810;ENSG00000214810;NA;6
ENSG00000214812;ENSG00000214812;NA;1
ENSG00000214815;ENSG00000214815;NA;7
ENSG00000214820;ENSG00000214820;NA;3
ENSG00000214821;ENSG00000214821;NA;2
ENSG00000214823;ENSG00000214823;NA;13
ENSG00000214825;ENSG00000214825;NA;3
ENSG00000214826;ENSG00000214826;NA;12
ENSG00000214832;ENSG00000214832;NA;17
ENSG00000214843;ENSG00000214843;NA;2
ENSG00000214853;ENSG00000214853;NA;5
ENSG00000214856;ENSG00000214856;NA;17
ENSG00000214857;ENSG00000214857;NA;5
ENSG00000214867;ENSG00000214867;NA;21
ENSG00000214869;ENSG00000214869;NA;7
ENSG00000214875;ENSG00000214875;NA;10
ENSG00000214880;ENSG00000214880;NA;11
ENSG00000214881;ENSG00000214881;NA;10
ENSG00000214883;ENSG00000214883;NA;11
ENSG00000214886;ENSG00000214886;NA;4
ENSG00000214888;ENSG00000214888;NA;9
ENSG00000214889;ENSG00000214889;NA;21
ENSG00000214890;ENSG00000214890;NA;5
ENSG00000214904;ENSG00000214904;NA;4
ENSG00000214908;ENSG00000214908;NA;9
ENSG00000214919;ENSG00000214919;NA;3
ENSG00000214955;ENSG00000214955;NA;21
ENSG00000214970;ENSG00000214970;NA;17
ENSG00000214973;ENSG00000214973;NA;1
ENSG00000214975;ENSG00000214975;NA;6
ENSG00000214976;ENSG00000214976;NA;21
ENSG00000214992;ENSG00000214992;NA;X
ENSG00000215000;ENSG00000215000;NA;X
ENSG00000215002;ENSG00000215002;NA;10
ENSG00000215004;ENSG00000215004;NA;3
ENSG00000215006;ENSG00000215006;NA;5
ENSG00000215007;ENSG00000215007;NA;X
ENSG00000215014;ENSG00000215014;NA;1
ENSG00000215023;ENSG00000215023;NA;2
ENSG00000215034;ENSG00000215034;NA;3
ENSG00000215049;ENSG00000215049;NA;13
ENSG00000215057;ENSG00000215057;NA;6
ENSG00000215065;ENSG00000215065;NA;10
ENSG00000215086;ENSG00000215086;NA;10
ENSG00000215093;ENSG00000215093;NA;X
ENSG00000215094;ENSG00000215094;NA;6
ENSG00000215096;ENSG00000215096;NA;8
ENSG00000215097;ENSG00000215097;NA;10
ENSG00000215102;ENSG00000215102;NA;X
ENSG00000215105;ENSG00000215105;NA;X
ENSG00000215110;ENSG00000215110;NA;4
ENSG00000215120;ENSG00000215120;NA;X
ENSG00000215124;ENSG00000215124;NA;6
ENSG00000215127;ENSG00000215127;NA;4
ENSG00000215156;ENSG00000215156;NA;5
ENSG00000215158;ENSG00000215158;NA;5
ENSG00000215160;ENSG00000215160;NA;3
ENSG00000215165;ENSG00000215165;NA;9
ENSG00000215177;ENSG00000215177;NA;8
ENSG00000215179;ENSG00000215179;NA;8
ENSG00000215184;ENSG00000215184;NA;10
ENSG00000215197;ENSG00000215197;NA;X
ENSG00000215198;ENSG00000215198;NA;9
ENSG00000215199;ENSG00000215199;NA;9
ENSG00000215210;ENSG00000215210;NA;9
ENSG00000215221;ENSG00000215221;NA;9
ENSG00000215223;ENSG00000215223;NA;6
ENSG00000215237;ENSG00000215237;NA;9
ENSG00000215263;ENSG00000215263;NA;2
ENSG00000215268;ENSG00000215268;NA;22
ENSG00000215270;ENSG00000215270;NA;22
ENSG00000215283;ENSG00000215283;NA;9
ENSG00000215284;ENSG00000215284;NA;X
ENSG00000215286;ENSG00000215286;NA;X
ENSG00000215288;ENSG00000215288;NA;8
ENSG00000215296;ENSG00000215296;NA;15
ENSG00000215297;ENSG00000215297;NA;9
ENSG00000215302;ENSG00000215302;NA;15
ENSG00000215304;ENSG00000215304;NA;15
ENSG00000215311;ENSG00000215311;NA;7
ENSG00000215317;ENSG00000215317;NA;21
ENSG00000215319;ENSG00000215319;NA;X
ENSG00000215326;ENSG00000215326;NA;21
ENSG00000215339;ENSG00000215339;NA;8
ENSG00000215347;ENSG00000215347;NA;22
ENSG00000215349;ENSG00000215349;NA;13
ENSG00000215351;ENSG00000215351;NA;21
ENSG00000215353;ENSG00000215353;NA;21
ENSG00000215368;ENSG00000215368;NA;18
ENSG00000215369;ENSG00000215369;NA;21
ENSG00000215371;ENSG00000215371;NA;8
ENSG00000215373;ENSG00000215373;NA;8
ENSG00000215380;ENSG00000215380;NA;11
ENSG00000215381;ENSG00000215381;NA;1
ENSG00000215388;ENSG00000215388;NA;20
ENSG00000215398;ENSG00000215398;NA;14
ENSG00000215399;ENSG00000215399;NA;13
ENSG00000215409;ENSG00000215409;NA;10
ENSG00000215414;ENSG00000215414;NA;Y
ENSG00000215418;ENSG00000215418;NA;13
ENSG00000215448;ENSG00000215448;NA;20
ENSG00000215452;ENSG00000215452;NA;20
ENSG00000215464;ENSG00000215464;NA;22
ENSG00000215467;ENSG00000215467;NA;20
ENSG00000215477;ENSG00000215477;NA;6
ENSG00000215478;ENSG00000215478;NA;22
ENSG00000215480;ENSG00000215480;NA;13
ENSG00000215481;ENSG00000215481;NA;22
ENSG00000215482;ENSG00000215482;NA;13
ENSG00000215486;ENSG00000215486;NA;13
ENSG00000215492;ENSG00000215492;NA;18
ENSG00000215493;ENSG00000215493;NA;22
ENSG00000215506;ENSG00000215506;NA;Y
ENSG00000215507;ENSG00000215507;NA;Y
ENSG00000215515;ENSG00000215515;NA;13
ENSG00000215537;ENSG00000215537;NA;Y
ENSG00000215540;ENSG00000215540;NA;Y
ENSG00000215546;ENSG00000215546;NA;20
ENSG00000215548;ENSG00000215548;NA;9
ENSG00000215562;ENSG00000215562;NA;21
ENSG00000215567;ENSG00000215567;NA;15
ENSG00000215571;ENSG00000215571;NA;13
ENSG00000215572;ENSG00000215572;NA;13
ENSG00000215586;ENSG00000215586;NA;20
ENSG00000215589;ENSG00000215589;NA;20
ENSG00000215692;ENSG00000215692;NA;2
ENSG00000215720;ENSG00000215720;NA;1
ENSG00000215734;ENSG00000215734;NA;21
ENSG00000215765;ENSG00000215765;NA;19
ENSG00000215785;ENSG00000215785;NA;1
ENSG00000215790;ENSG00000215790;NA;1
ENSG00000215800;ENSG00000215800;NA;1
ENSG00000215802;ENSG00000215802;NA;1
ENSG00000215811;ENSG00000215811;NA;1
ENSG00000215812;ENSG00000215812;NA;1
ENSG00000215837;ENSG00000215837;NA;3
ENSG00000215840;ENSG00000215840;NA;1
ENSG00000215859;ENSG00000215859;NA;1
ENSG00000215861;ENSG00000215861;NA;1
ENSG00000215864;ENSG00000215864;NA;1
ENSG00000215871;ENSG00000215871;NA;1
ENSG00000215873;ENSG00000215873;NA;1
ENSG00000215878;ENSG00000215878;NA;6
ENSG00000215887;ENSG00000215887;NA;1
ENSG00000215893;ENSG00000215893;NA;1
ENSG00000215900;ENSG00000215900;NA;1
ENSG00000215905;ENSG00000215905;NA;1
ENSG00000215909;ENSG00000215909;NA;1
ENSG00000216285;ENSG00000216285;NA;12
ENSG00000216307;ENSG00000216307;NA;6
ENSG00000216316;ENSG00000216316;NA;6
ENSG00000216324;ENSG00000216324;NA;6
ENSG00000216331;ENSG00000216331;NA;6
ENSG00000216347;ENSG00000216347;NA;6
ENSG00000216352;ENSG00000216352;NA;6
ENSG00000216360;ENSG00000216360;NA;6
ENSG00000216364;ENSG00000216364;NA;6
ENSG00000216378;ENSG00000216378;NA;6
ENSG00000216412;ENSG00000216412;NA;6
ENSG00000216425;ENSG00000216425;NA;4
ENSG00000216436;ENSG00000216436;NA;6
ENSG00000216439;ENSG00000216439;NA;6
ENSG00000216475;ENSG00000216475;NA;6
ENSG00000216519;ENSG00000216519;NA;6
ENSG00000216523;ENSG00000216523;NA;6
ENSG00000216560;ENSG00000216560;NA;4
ENSG00000216624;ENSG00000216624;NA;6
ENSG00000216657;ENSG00000216657;NA;6
ENSG00000216663;ENSG00000216663;NA;6
ENSG00000216671;ENSG00000216671;NA;16
ENSG00000216676;ENSG00000216676;NA;6
ENSG00000216687;ENSG00000216687;NA;6
ENSG00000216710;ENSG00000216710;NA;6
ENSG00000216721;ENSG00000216721;NA;2
ENSG00000216723;ENSG00000216723;NA;6
ENSG00000216740;ENSG00000216740;NA;10
ENSG00000216753;ENSG00000216753;NA;6
ENSG00000216777;ENSG00000216777;NA;Y
ENSG00000216781;ENSG00000216781;NA;6
ENSG00000216802;ENSG00000216802;NA;6
ENSG00000216809;ENSG00000216809;NA;6
ENSG00000216811;ENSG00000216811;NA;6
ENSG00000216813;ENSG00000216813;NA;6
ENSG00000216829;ENSG00000216829;NA;9
ENSG00000216835;ENSG00000216835;NA;6
ENSG00000216844;ENSG00000216844;NA;Y
ENSG00000216859;ENSG00000216859;NA;6
ENSG00000216867;ENSG00000216867;NA;2
ENSG00000216906;ENSG00000216906;NA;6
ENSG00000216913;ENSG00000216913;NA;6
ENSG00000216915;ENSG00000216915;NA;6
ENSG00000216938;ENSG00000216938;NA;X
ENSG00000216966;ENSG00000216966;NA;6
ENSG00000217004;ENSG00000217004;NA;6
ENSG00000217027;ENSG00000217027;NA;6
ENSG00000217041;ENSG00000217041;NA;6
ENSG00000217067;ENSG00000217067;NA;6
ENSG00000217078;ENSG00000217078;NA;6
ENSG00000217085;ENSG00000217085;NA;6
ENSG00000217089;ENSG00000217089;NA;6
ENSG00000217094;ENSG00000217094;NA;10
ENSG00000217120;ENSG00000217120;NA;6
ENSG00000217135;ENSG00000217135;NA;6
ENSG00000217159;ENSG00000217159;NA;6
ENSG00000217178;ENSG00000217178;NA;6
ENSG00000217195;ENSG00000217195;NA;6
ENSG00000217241;ENSG00000217241;NA;6
ENSG00000217261;ENSG00000217261;NA;22
ENSG00000217268;ENSG00000217268;NA;6
ENSG00000217272;ENSG00000217272;NA;6
ENSG00000217314;ENSG00000217314;NA;6
ENSG00000217327;ENSG00000217327;NA;1
ENSG00000217330;ENSG00000217330;NA;6
ENSG00000217331;ENSG00000217331;NA;6
ENSG00000217372;ENSG00000217372;NA;6
ENSG00000217404;ENSG00000217404;NA;6
ENSG00000217408;ENSG00000217408;NA;6
ENSG00000217416;ENSG00000217416;NA;5
ENSG00000217447;ENSG00000217447;NA;6
ENSG00000217455;ENSG00000217455;NA;7
ENSG00000217495;ENSG00000217495;NA;6
ENSG00000217527;ENSG00000217527;NA;6
ENSG00000217539;ENSG00000217539;NA;6
ENSG00000217557;ENSG00000217557;NA;6
ENSG00000217566;ENSG00000217566;NA;6
ENSG00000217576;ENSG00000217576;NA;13
ENSG00000217585;ENSG00000217585;NA;6
ENSG00000217612;ENSG00000217612;NA;6
ENSG00000217624;ENSG00000217624;NA;X
ENSG00000217631;ENSG00000217631;NA;6
ENSG00000217643;ENSG00000217643;NA;2
ENSG00000217653;ENSG00000217653;NA;6
ENSG00000217680;ENSG00000217680;NA;6
ENSG00000217686;ENSG00000217686;NA;13
ENSG00000217702;ENSG00000217702;NA;2
ENSG00000217718;ENSG00000217718;NA;2
ENSG00000217746;ENSG00000217746;NA;6
ENSG00000217769;ENSG00000217769;NA;6
ENSG00000217776;ENSG00000217776;NA;6
ENSG00000217783;ENSG00000217783;NA;6
ENSG00000217786;ENSG00000217786;NA;6
ENSG00000217805;ENSG00000217805;NA;6
ENSG00000217824;ENSG00000217824;NA;6
ENSG00000217825;ENSG00000217825;NA;7
ENSG00000217835;ENSG00000217835;NA;X
ENSG00000217862;ENSG00000217862;NA;6
ENSG00000217878;ENSG00000217878;NA;6
ENSG00000217897;ENSG00000217897;NA;1
ENSG00000217929;ENSG00000217929;NA;6
ENSG00000217950;ENSG00000217950;NA;2
ENSG00000218018;ENSG00000218018;NA;20
ENSG00000218027;ENSG00000218027;NA;6
ENSG00000218029;ENSG00000218029;NA;6
ENSG00000218048;ENSG00000218048;NA;6
ENSG00000218069;ENSG00000218069;NA;6
ENSG00000218073;ENSG00000218073;NA;6
ENSG00000218125;ENSG00000218125;NA;21
ENSG00000218143;ENSG00000218143;NA;6
ENSG00000218173;ENSG00000218173;NA;6
ENSG00000218175;ENSG00000218175;NA;2
ENSG00000218180;ENSG00000218180;NA;6
ENSG00000218187;ENSG00000218187;NA;6
ENSG00000218189;ENSG00000218189;NA;6
ENSG00000218198;ENSG00000218198;NA;13
ENSG00000218213;ENSG00000218213;NA;6
ENSG00000218226;ENSG00000218226;NA;6
ENSG00000218233;ENSG00000218233;NA;6
ENSG00000218261;ENSG00000218261;NA;6
ENSG00000218274;ENSG00000218274;NA;6
ENSG00000218283;ENSG00000218283;NA;1
ENSG00000218300;ENSG00000218300;NA;6
ENSG00000218313;ENSG00000218313;NA;6
ENSG00000218337;ENSG00000218337;NA;6
ENSG00000218347;ENSG00000218347;NA;6
ENSG00000218350;ENSG00000218350;NA;6
ENSG00000218363;ENSG00000218363;NA;6
ENSG00000218418;ENSG00000218418;NA;6
ENSG00000218428;ENSG00000218428;NA;6
ENSG00000218459;ENSG00000218459;NA;6
ENSG00000218475;ENSG00000218475;NA;6
ENSG00000218483;ENSG00000218483;NA;6
ENSG00000218499;ENSG00000218499;NA;6
ENSG00000218502;ENSG00000218502;NA;13
ENSG00000218512;ENSG00000218512;NA;6
ENSG00000218521;ENSG00000218521;NA;6
ENSG00000218536;ENSG00000218536;NA;6
ENSG00000218537;ENSG00000218537;NA;22
ENSG00000218561;ENSG00000218561;NA;6
ENSG00000218574;ENSG00000218574;NA;6
ENSG00000218577;ENSG00000218577;NA;6
ENSG00000218582;ENSG00000218582;NA;6
